Investigation,,,,,,
 Item ID , Item Name ,  OP , Day Care , Economy , Double ," Single/
ICU "
1368,X-ray Right Shoulder With Upper Arm-Lateral,250,250,250,250,250
1369,X-ray Right Shoulder-AP  Lateral & Axial,750,750,750,750,750
1370,X-ray Right Shoulder-AP & Axial,500,500,500,500,500
1371,X-ray Right Shoulder-Axial,250,250,250,250,250
1372,X-ray Right T.M Joint-Lateral (Open & Close Mouth),250,250,250,250,250
1373,X-Ray Right Toe AP-Lateral,500,500,500,500,500
1374,X-ray Right Wrist-AP  Lateral & Oblique,750,750,750,750,750
1375,X-ray Right Wrist-AP & Oblique,500,500,500,500,500
1376,X-ray Right Wrist-Oblique,500,500,500,500,500
1377,X-ray S.I. Joint-PA,500,500,500,500,500
1378,X-ray S.I. Joint-PA & Both Oblique,750,750,750,750,750
1379,X-ray Scaphoid views for Wrist (Right),500,500,500,500,500
1380,X-ray Scaphoid views for Wrist-Left,500,500,500,500,500
1381,X-ray Shoulder (Both Joints - AP only),500,500,500,500,500
1382,X-ray Shoulder (Both Joints Lateral only),500,500,500,500,500
1383,X-ray Shoulder (Both Joints-AP & Lateral),900,900,900,900,900
1384,X-ray Shoulder Any-AP & Lat (Right),500,500,500,500,500
1385,X-ray Shoulder Any-AP & Lat(Left),500,500,500,500,500
1386,X-ray Shoulder(Any Joint-AP)Left,250,250,250,250,250
1387,X-ray Shoulder(Any Joint-AP)Right,250,250,250,250,250
1388,X-ray Shoulder(Any Joint-Lat) Left,250,250,250,250,250
1389,X-ray Shoulder(Any Joint-Lat) Right,250,250,250,250,250
1390,X-Ray SI Joint - Single Oblique (Right),250,250,250,250,250
1391,X-Ray SI Joint Single Oblique-Left,250,250,250,250,250
1392,X-Ray Sinogram,1800,1800,1800,1800,1800
1393,X-Ray Skull - AP & Lateral,500,500,500,500,500
1394,X-Ray Skull - Lateral,250,250,250,250,250
1395,X-Ray Skull AP,250,250,250,250,250
1396,X-ray Skull-Townes View,250,250,250,250,250
1397,X-Ray Skyline View B/L for Patella,500,500,500,500,500
1398,X-Ray Skyline View for Patella,250,250,250,250,250
1399,X-ray Soft Tissue Neck/Nasopharynx-Lateral,250,250,250,250,250
1400,X-ray Soft Tissue Neck-AP,250,250,250,250,250
1401,X-ray Soft Tissue Neck-AP & Lateral,500,500,500,500,500
1402,X-ray Spine any AP/Lateral / Flexion / Extension,250,250,250,250,250
1403,X-ray Spine Cervical (AP & Lateral),500,500,500,500,500
1404,X-ray Spine Cervical (AP only),250,250,250,250,250
1405,X-ray Spine Cervical (both obliques),500,500,500,500,500
1406,X-ray Spine Cervical (Lateral in Flexion & Extensi,500,500,500,500,500
1407,X-ray Spine Cervical (Lateral only),250,250,250,250,250
1408,X-ray Spine Cervical (Right oblique),250,250,250,250,250
1409,X-ray Spine Cervical (Single oblique-Left/Right),250,250,250,250,250
1410,X-ray Spine Lumbosacral (AP & Lateral),500,500,500,500,500
1411,X-ray Spine Lumbosacral (AP only),250,250,250,250,250
1412,X-ray Spine Lumbosacral (both obliques),500,500,500,500,500
1413,X-ray Spine Lumbosacral (Lateral in Flexion & Exte,500,500,500,500,500
1414,X-ray Spine Lumbosacral (Lateral only),250,250,250,250,250
1415,X-ray Spine Lumbosacral (oblique-Right),250,250,250,250,250
1416,X-ray Spine Lumbosacral (Single oblique-Left/Right,250,250,250,250,250
1417,X-ray Spine Sacrum/Coccyx (AP & Lateral),500,500,500,500,500
1418,X-ray Spine Sacrum/Coccyx (AP only),250,250,250,250,250
1419,X-ray Spine Sacrum/Coccyx (Lateral only),250,250,250,250,250
1420,X-ray Spine Thoracic (AP & Lateral),500,500,500,500,500
1421,X-ray Spine Thoracic (AP only),250,250,250,250,250
1422,X-ray Spine Thoracic (both obliques),500,500,500,500,500
1423,X-ray Spine Thoracic (Lateral in Flexion & Extensi,500,500,500,500,500
1424,X-ray Spine Thoracic (Lateral only),250,250,250,250,250
1425,X-ray Spine Thoracic (Single oblique-Left/Right),250,250,250,250,250
1426,X-ray Spine Thoracic (Single oblique-Right),250,250,250,250,250
1427,X-ray Sternum-Lateral,250,250,250,250,250
1428,X-Ray Styloid Process AP,250,250,250,250,250
1429,X-Ray Supine,250,250,250,250,250
1430,X-ray Thumb-AP & Lateral,500,500,500,500,500
1431,X-ray TM Joints-Single Oblique (Right),250,250,250,250,250
1432,X-ray TM-Single Oblique(Left),250,250,250,250,250
1433,X-Ray T-tube Cholangiogram,2500,2500,2500,2500,2500
1434,X-ray whole spine - lateral in Rt bending/ Lt bending,1500,,,,
1435,X-ray whole spine scanogram - Ap/Lat,2500,,,,
1436,X-Ray whole spine scanogram Ap / lat and lat in Rt bending  and Lt bending,3500,,,,
1437,X-ray Whole Spine-AP & Lateral,1800,1800,1800,1800,1800
1438,X-ray Whole Spine-AP (Left Bending),1200,1200,1200,1200,1200
1439,X-ray Whole Spine-AP (Right Bending),1200,1200,1200,1200,1200
1440,X-ray Whole Spine-AP (Standing),1200,1200,1200,1200,1200
1441,X-ray Whole Spine-Lateral (Standing),1200,1200,1200,1200,1200
1442,X-ray Wrist (Any Joint-AP & Lat) Right,500,500,500,500,500
1443,X-ray Wrist (Any Joint-AP Only) Right,250,250,250,250,250
1444,X-ray Wrist (Both Joints - AP & Lateral),900,900,900,900,900
1445,X-ray Wrist (Both Joints - AP only),500,500,500,500,500
1446,X-ray Wrist (Both Joints Lateral only),250,250,250,250,250
1447,X-ray Wrist(Any Joint-AP Only) Left,250,250,250,250,250
1448,X-ray Wrist(Any Joint-AP&Lat) Left,500,500,500,500,500
1449,X-ray Wrist(Any Joint-Lat) Left,250,250,250,250,250
1450,X-ray Wrist(Any Joint-Lat) Right,250,250,250,250,250
1451,FOOD INTOLERANCE TEST - (L),14000,,,,
1452,Ganglioside IgG Antibody Panel - (C),3800,,,,
1453,Ganglioside IgM Antibody Panel - (C),3800,,,,
1454,Urine for Reducing Substance,150,,,,
1455,"Leukemia Panel - 3 ( Leukemia Advance , Karyotyping for hematological malignancy ,  ALL/AML Multiplex (Basic)- (C))",17000,,,,
1456,"Leukemia Panel - 4 ( Leukemia Advance, ALL/AML Multiplex (Basic) ) - (C)",14000,,,,
1457,Annexin-A1 by Immunohistochemistry - (C),2400,,,,
1458,CAN ASSIST BREAST by IHC - (L),65000,,,,
1459,Pneumocystis- by PCR - (C),4000,,,,
1460,USG Pregnancy Level 1 (Triplet),5000,,,,
1461,USG Pregnancy Level 2 (Triplet),6000,,,,
1462,Ankle Brachial Index - ABI,500,,,,
1463,Body Composition Analysis - BCA,500,,,,
1464,Combined ABI and VPT,900,,,,
1465,Educator Consultation Charges,300,,,,
1466,Insulin Educator Consultation Charges,300,,,,
1467,Obesity Educator Consultation Charges,700,,,,
1468,Type1 Educator Consultation Charges,600,,,,
1469,Vibration Perception Threshold - VPT,500,,,,
1470,Culture & Sensitivity - Surgical Wound Swab,680,,,,
1471,Endomysial Antibody IgA - (C),2800,,,,
1472,Glycosaminoglycan - Spot Urine - (C),3500,,,,
1473,HLA SINGLE ANTIGEN BEAD ASSAY FOR CLASS I & II IgG ANTIBODIES DSA - SAB CLASS I & II - (L),43200,,,,
1474,HOMA-IR  InsuIin Resistance Index - (L),1200,,,,
1475,Kidney  Function Test (Advance),650,,,,
1476,Nor-metanephrineFree (Plasma) - (C),4900,,,,
1477,PROSTATE HEALTH INDEX (PHI) - (L),3000,,,,
1478,Tumor Necrosis Factor - TNF - Alpha - (C),5200,,,,
1479,Fanconi Anemia - (C),7500,,,,
1480,POLARIZING MICROSCOPY - BODY FLUIDS - (L),330,,,,
1481,Multiple Myeloma MRD - (C),14000,,,,
1482,"MYELOPEROXIDASE (MPO) STAIN , BLOOD / BONE MARROW -(Geims)",150,,,,
1483,Pediatric Peripheral Smear Study ( I T Ratio),240,,,,
1484,Sickling Test,100,,,,
1485,"CD34,IHC-(C)",2400,,,,
1486,"Double / Triple Hit Lymphoma ( Solid Tumor) ( C - MYC , BCL2 , BCL6 ) By FISH - ( C )",17000,,,,
1487,Liver Biopsy,2000,,,,
1488,"pulmoCORE 12 gene panel panel-1 (pulmoCORE 12 gene panel, PDL-1 SP142 (Ventana)) - (C)",25000,,,,
1489,Slide / Block Review ( Upto 2 Blocks / Slides ) - ( C ),1100,,,,
1490,Acetylcholine Receptor (ACHR) Binding Antibody - (C),2750,,,,
1491,AFP - Alpha Feto Protein ( CSF ) - ( C ),1100,,,,
1492,Anti - Soluble Liver Antigen SLA - C,1600,,,,
1493,"ANTI A TITRE, IgG - (L)",1100,,,,
1494,Autoimmune Bullous Dermatoses Profile - (L),13000,,,,
1495,Cytomegalovirus - CMV - Avidity - IgG - (C),1550,,,,
1496,DCP - Decarboxy Prothrombin PIVKA-II - (C),5000,,,,
1497,Desmoglein - DSG I and III Antibody - (C),5500,,,,
1498,Dihydrotestosterone - DHT - (C),3700,,,,
1499,Gliadin Antibody IgG - De-amidated DGP by ELISA - (O),2310,,,,
1500,"HCG Beta Subunit , CSF - ( C )",1050,,,,
1501,Hemacore MDS Extended Panel - 8 Markers By FISH - (C),12500,,,,
1502,Human Epididymis Protein 4 ( HE4 ) - ( C ),2750,,,,
1503,Methemoglobin - ( C ),1250,,,,
1504,MUSK (Muscle Specific Kinase) Antibody - (C),6500,,,,
1505,Phospholipase A2 Receptor Antibody - Qualitative by IFA - (C),5600,,,,
1506,Phospholipid Antibody IgG - (C),1050,,,,
1507,Phospholipid Antibody IgM - (C),1050,,,,
1508,Rubella - German Measles - Avidity IgG - (C),850,,,,
1509,SARS-CoV-2 (COVID - 19) Spike IgG Antibody Quantitative - (C),1500,,,,
1510,AML MRD By Flow Cytometry - ( C ),14000,,,,
1511,B-ALL MRD by Flow Cytometry - ( C ),14000,,,,
1512,BCR-ABL Qualitative - (C),4500,,,,
1513,Biofire Blood Panel - BCID - (C),30000,,,,
1514,"Biofire ME ( Meningoencephalitis ) Panel , CSF - ( C )",22000,,,,
1515,CYP2C19 Genotyping ( Clopidogrel ) - ( C ),10000,,,,
1516,"Cysticercosis (Taenia Solium) Antibody, IgG, Serum - (C)",2100,,,,
1517,"geneCORE Cardiac Wellness Panel, Edta ( NA3590 ) - ( C )",20000,,,,
1518,geneCORE Whole Exome Sequencing Panel by NGS - ( C ),35000,,,,
1519,Infexn (Biofire) by NGS,15000,,,,
1520,"Leptospira DNA Detection, Qualitative, PCR - (L)",2500,,,,
1521,MPN Panel 7 ( JAK 2 Exon 12 - 15 + BCR - ABL Qualitative ( t ( 922 ) ) ) - ( C ),11000,,,,
1522,NUDT15 Gene Mutation Analysis by RT-Pcr - (C),6000,,,,
1523,Nx GEN SEQUENCING: COMPREHENSIVE HEREDITARY RENAL PANEL (L),21600,,,,
1524,TPMT Genotyping by RT-Pcr - (C),6000,,,,
1525,VDRL CSF - (C),500,,,,
1526,MRI ASL - Perfusion - Plain,8000,,,,
1527,MRI Cardiac With Stress Perfusion,20000,,,,
1528,Catheterogram,2500,,,,
1529,Image guided permacath,8000,,,,
1530,X-Ray DL Spine (Lateral),500,,,,
1531,X-ray Foot(Any Joint-AP & Lat)-Left,500,500,500,500,500
1532,X-Ray Nephrostogram,3000,,,,
